dossier_id,mibig_accession,organism_name,primary_product_raw,mibig_bgc_class_raw,primary_reference_year,primary_reference_doi,genes,metabolites,experiments,claims,conflicts
M4-FUNG-0570,BGC0003034,Aspergillus ustus 3.3904,germacradienol,terpene (Sesquiterpene),2022.0,10.1039/D2RA05033A,1,2,3,4,2
M4-FUNG-0571,BGC0003041,Bipolaris sorokiniana ND90Pr,prehelminthosporol,terpene (Sesquiterpene),2024.0,10.1021/acs.orglett.3c04005,3,3,2,4,1
M4-FUNG-0572,BGC0003047,Fusarium fujikuroi isolate IMI58289,beauvericin,NRPS (Type I),2016.0,10.1111/1462-2920.13576,5,1,3,5,2
M4-FUNG-0573,BGC0003053,Mortierella alpina ATCC 32222,malpibaldin A,NRPS (Type I),2021.0,10.1128/AEM.02051-20,1,3,3,4,2
M4-FUNG-0574,BGC0003054,Aspergillus flavipes CNL-338,talaronoid C,terpene (Diterpene),2022.0,10.1021/acs.orglett.2c02904,1,2,3,4,2
M4-FUNG-0575,BGC0003058,Mortierella alpina ATCC 32222,malpicyclin A,NRPS (Type I),2021.0,10.1128/AEM.02051-20,1,6,3,5,2
M4-FUNG-0576,BGC0003072,Fusarium graminearum PH-1,fusahexin,NRPS (Type I),2021.0,10.1021/acs.jnatprod.0c00947,2,1,2,5,2
M4-FUNG-0577,BGC0003076,Aspergillus ruber QEN-0407-G2 / genome reference CBS 135680,echinulin,NRPS (Type I),2021.0,10.1021/acschembio.0c00874,4,4,4,6,3
M4-FUNG-0578,BGC0003077,Aspergillus ustus,uscandidusin A,NRPS (Type III),2023.0,10.1021/acs.orglett.3c02234,6,6,4,6,3
M4-FUNG-0579,BGC0003085,Aspergillus ustus,(-)-protubonine B,NRPS (Type I),2023.0,10.1021/acs.jnatprod.3c00274,4,3,3,5,3
M4-FUNG-0580,BGC0003088,Penicillium brocae,(±)-penindolenes A-D,Terpene (Hemiterpene),2024.0,10.1002/anie.202403963,8,4,4,6,3
M4-FUNG-0581,BGC0003093,Diaporthe sp. SYSU-MS4722,phomoxanthone A,PKS (Type I),2022.0,10.1021/acs.orglett.2c01050,14,3,4,6,4
M4-FUNG-0582,BGC0003094,Phaeosphaeria sp. TTI001159,roseopurpurin C,PKS (Type I),2023.0,10.1073/pnas.2310522120,10,3,4,6,3
M4-FUNG-0583,BGC0003099,Fusarium mangiferae,fusamarin-related dihydroisocoumarins (compounds 1-9),PKS (Type I),2023.0,10.1002/cbic.202200342,8,4,4,6,3
M4-FUNG-0584,BGC0003108,Leptobacillium sp. CF-236968,pycnidione,PKS (Type I); terpene (Sesquiterpene),2020.0,10.1002/anie.202009914,8,2,3,4,2
M4-FUNG-0585,BGC0003109,Stachybotrys sp. g12,stachysalicyloid C,PKS (Type I),2023.0,10.1021/jacs.3c02011,2,1,3,3,2
M4-FUNG-0586,BGC0003113,Jackrogersella multiformis,multiformin A,PKS (Type I),2021.0,10.1016/j.simyco.2021.100118,4,2,2,3,2
M4-FUNG-0587,BGC0003115,Penicillium crustosum,3-orsellinoxypropanoic acid (orsellinoylpropanoic acid),PKS (Type I),2022.0,10.1021/acs.orglett.1c04189,1,2,3,4,2
M4-FUNG-0588,BGC0003118,Hypomontagnella monticulosa,multiforisin H,PKS (Type I),2023.0,10.1039/d3cc04758j,8,1,3,4,2
M4-FUNG-0589,BGC0003119,Aspergillus aculeatus,variecolin,terpene (Sesterterpene),2024.0,10.1016/j.apsb.2023.08.025,2,3,3,3,2
M4-FUNG-0590,BGC0003120,Jackrogersella minutella,minutellin A,PKS (Type I),2017.0,10.1016/j.phytochem.2017.02.014,2,3,2,3,2
M4-FUNG-0591,BGC0003126,Aspergillus niger,kotanin,PKS (Type II aromatic),2012.0,10.1002/anie.201203603,3,2,2,2,1
M4-FUNG-0592,BGC0003130,Arthrobotrys oligospora,desferriferrichrome,NRPS (Type I),2024.0,10.1021/acs.jafc.3c08354,2,1,3,3,2
M4-FUNG-0593,BGC0003140,Penicillium expansum,(+)-aristolochene,terpene (Sesquiterpene),2022.0,10.1021/acs.jafc.2c01885,1,1,2,3,2
M4-FUNG-0594,BGC0003142,Fusarium graminearum,FDDP D; FDDP E,PKS (Type I); terpene (Diterpene),2020.0,10.1038/s41467-020-15664-4,10,3,4,7,5
M4-FUNG-0595,BGC0003144,Pseudevernia furfuracea,physodic acid,polyketide / depsidone,2021.0,10.3390/biom11101445,10,3,4,7,5
M4-FUNG-0596,BGC0003145,Macrophomina phaseolina,macrophasetin A; macrophasetin B; macrophasetin C,NRPS (Type I); PKS (Type II highly reducing),2022.0,10.3389/fmicb.2022.1056392,4,3,3,4,1
M4-FUNG-0597,BGC0003147,Tolypocladium album,Taslactam C,NRPS (Type I); PKS (Type I),2023.0,10.1021/acschembio.2c00830,1,2,2,3,2
M4-FUNG-0598,BGC0003148,Aspergillus brasiliensis,Malformin C; Malformin A2,NRPS (Type I),2018.0,10.1038/s41598-018-36561-3,1,2,2,2,2
M4-FUNG-0599,BGC0003149,Fusarium oxysporum,Taslactam D,NRPS (Type I); PKS (Type I),2023.0,10.1021/acschembio.2c00830,1,2,2,3,2
M4-FUNG-0600,BGC0003150,Ascochyta viciae-villosae,Ascochitine,PKS (Type I),2019.0,10.1128/msphere.00622-19,2,2,3,4,2
M4-FUNG-0601,BGC0003151,Penicillium roqueforti,Annullatin D,PKS (Type I),2022.0,10.1021/acs.orglett.2c02438,4,2,3,2,1
M4-FUNG-0602,BGC0003153,Fusarium proliferatum,Fusaproliferin; Terpestacin,terpene (Sesterterpene),2021.0,10.3390/toxins13070468,5,3,3,4,1
M4-FUNG-0603,BGC0003154,Aspergillus flavus,cyclopiazonic acid (α-CPA),NRPS (Type I); PKS (Type I),2009.0,10.1016/j.fgb.2008.11.002,3,3,3,3,1
M4-FUNG-0604,BGC0003157,Talaromyces verruculosus,Talaropentaene,terpene (Triterpene),2022.0,10.1038/s41586-022-04773-3,1,2,3,3,1
M4-FUNG-0605,BGC0003158,Macrophomina phaseolina,Macrophomene,terpene (Triterpene),2022.0,10.1038/s41586-022-04773-3,1,2,3,3,2
M4-FUNG-0606,BGC0003159,Colletotrichum gloeosporioides,colleterpenol,terpene (Triterpene),2022.0,10.1038/s41586-022-04773-3,1,2,1,4,2
M4-FUNG-0607,BGC0003161,Periglandula ipomoeae,chanoclavine I; agroclavine; ergonovine; lysergic acid amide; lysergic acid alpha-hydroxyethylamide; ergobalansine,NRPS (Type III),2013.0,10.1371/journal.pgen.1003323,10,3,2,4,3
M4-FUNG-0608,BGC0003162,Epichloë festucae,ergovaline,NRPS (other),2007.0,10.1128/AEM.00257-07,4,3,3,5,3
M4-FUNG-0609,BGC0003163,Periglandula ipomoeae,paspaline; paspaline B; paxilline; terpendole E; terpendole I; terpendole J; terpendole C; terpendole K; terpendole M; terpendole N; terpendole A,terpene (Diterpene),2013.0,10.1371/journal.pgen.1003323,9,3,2,4,3
