dossier_id,mibig_accession,source_database,mibig_version,organism_key,organism_name,strain_primary_key,strain_primary_raw,ncbi_taxon_id,primary_sequence_accession,reported_start_bp,reported_end_bp,reported_length_bp,reported_bgc_boundary,mibig_bgc_class_raw,refined_bgc_class_raw,product_family_raw,primary_product_raw,chemical_class_raw,biological_role_raw,primary_reference_doi,primary_reference_year,source_sheet_title
M4-FUNG-0479,BGC0002598,MIBiG,2,NCBITAXON:357447,Aspergillus westerdijkiae,STR_3e8c252cf694,food-associated isolates; canonical strain not uniquely specified in source row,357447,MW526246.1,1.0,27735.0,27735.0,MW526246.1:1-27735,PKS (Unknown),five-gene ochratoxin A cluster: oatA/otaB/otaC/otaR/otaD,ochratoxin A,ochratoxin A,chlorinated isocoumarin mycotoxin linked to phenylalanine,food-spoilage mycotoxin; native fungal ecological role unresolved,10.1016/j.ijfoodmicro.2021.109113,2021.0,Fungal BGC Dossier — M4-FUNG-0479 / BGC0002598
M4-FUNG-0480,BGC0002599,MIBiG,2,NCBITAXON:746128,Aspergillus fumigatus,STR_1aa57d3c0795,MF071 in defining study,746128,MT424562.1,1.0,23000.0,23000.0,MT424562.1:1-23000,other (other),putative fumigaclavine fga alkaloid cluster identified by genome analysis,fumigaclavine/ergoline alkaloids,fumigaclavine,ergoline alkaloid,native ecological role unresolved,10.3390/md18070352,2020.0,Fungal BGC Dossier — M4-FUNG-0480 / BGC0002599
M4-FUNG-0481,BGC0002600,MIBiG,2,NCBITAXON:746128,Aspergillus fumigatus,STR_95aa8c99869a,MF071,746128,MT424561.1,1.0,17000.0,17000.0,MT424561.1:1-17000,other (other),putative helvolic/helvolinic-acid cluster,fusidane triterpenoid antibiotics,helvolic acid,fusidane-type triterpenoid,native ecological role NR,10.3390/md18070352,2020.0,Fungal BGC Dossier — M4-FUNG-0481 / BGC0002600
M4-FUNG-0482,BGC0002601,MIBiG,2,NCBITAXON:746128,Aspergillus fumigatus,STR_95aa8c99869a,MF071,746128,MT424563.1,1.0,58000.0,58000.0,MT424563.1:1-58000,other (other),canonical fumagillin locus; defining MF071 reference does not causally validate it,fumagillin family,fumagillin,meroterpenoid/terpenoid-polyketide natural product,native ecological role NR,10.3390/md18070352,2020.0,Fungal BGC Dossier — M4-FUNG-0482 / BGC0002601
M4-FUNG-0483,BGC0002602,MIBiG,2,NCBITAXON:5059,Aspergillus flavus,,NR,5059,MH898736.1,1.0,15136.0,15136.0,MH898736.1:1-15136,other (other),seven-gene aspergillic-acid biosynthetic cluster,aspergillic-acid hydroxamate metabolites,aspergillic acid,hydroxamic-acid secondary metabolite,iron-binding pigment chemistry associated with ferriaspergillin,10.1016/j.fgb.2018.04.009,2018.0,Fungal BGC Dossier — M4-FUNG-0483 / BGC0002602
M4-FUNG-0484,BGC0002603,MIBiG,2,NCBITAXON:46472,Aspergillus versicolor,STR_1a90e4261b7a,0312,46472,LC422695.1,817.0,17858.0,17042.0,LC422695.1:817-17858,PKS (Unknown),polyketide-diterpenoid hybrid chevalone cluster,fungal polyketide-diterpenoid hybrids,chevalone E,polyketide-diterpenoid meroterpenoid,NR,10.1039/C8QO01124A,2019.0,Fungal BGC Dossier — M4-FUNG-0484 / BGC0002603
M4-FUNG-0485,BGC0002604,MIBiG,2,NCBITAXON:1287682,Aspergillus felis,,NR,1287682,LC428283.1,1835.0,19731.0,17897.0,LC428283.1:1835-19731,PKS (Unknown),sartorypyrone polyketide-diterpenoid hybrid locus,sartorypyrones,sartorypyrone A,polyketide-diterpenoid meroterpenoid,NR,10.1039/C8QO01124A,2019.0,Fungal BGC Dossier — M4-FUNG-0485 / BGC0002604
M4-FUNG-0486,BGC0002605,MIBiG,2,NCBITAXON:40993,Aspergillus carbonarius,STR_f0876fadd8c4,OTA-producing strain(s) in comparative study,40993,MG701890.1,1.0,21508.0,21508.0,MG701890.1:1-21508,NRPS (Type I); PKS (Unknown),orthologous five-gene ochratoxin A cluster,ochratoxins,ochratoxin A,chlorinated polyketide-derived mycotoxin,mycotoxin,10.1016/j.ijfoodmicro.2017.12.028,2018.0,Fungal BGC Dossier — M4-FUNG-0486 / BGC0002605
M4-FUNG-0487,BGC0002606,MIBiG,2,NCBITAXON:5061,Aspergillus niger,STR_5453489d9855,OTA-producing strain(s) in comparative study,5061,MG701892.1,1.0,21662.0,21662.0,MG701892.1:1-21662,NRPS (Type I); PKS (Unknown),orthologous five-gene ochratoxin A cluster,ochratoxins,ochratoxin A,chlorinated polyketide-derived mycotoxin,mycotoxin,10.1016/j.ijfoodmicro.2017.12.028,2018.0,Fungal BGC Dossier — M4-FUNG-0487 / BGC0002606
M4-FUNG-0488,BGC0002607,MIBiG,2,NCBITAXON:357447,Aspergillus westerdijkiae,STR_de41a8ad7965,OTA-producing strain(s) in comparative study,357447,MG701896.1,1.0,24204.0,24204.0,MG701896.1:1-24204,NRPS (Type I); PKS (Unknown),orthologous five-gene ochratoxin A cluster,ochratoxins,ochratoxin A,chlorinated polyketide-derived mycotoxin,mycotoxin,10.1016/j.ijfoodmicro.2017.12.028,2018.0,Fungal BGC Dossier — M4-FUNG-0488 / BGC0002607
M4-FUNG-0489,BGC0002608,MIBiG,2,NCBITAXON:306088,Aspergillus steynii,STR_bddbfb4c3ac2,OTA-producing strain(s) in comparative study,306088,MG701897.1,1.0,23671.0,23671.0,MG701897.1:1-23671,NRPS (Type I); PKS (Unknown),orthologous five-gene ochratoxin A cluster,ochratoxins,ochratoxin A,chlorinated polyketide-derived mycotoxin,mycotoxin,10.1016/j.ijfoodmicro.2017.12.028,2018.0,Fungal BGC Dossier — M4-FUNG-0489 / BGC0002608
M4-FUNG-0490,BGC0002609,MIBiG,2,NCBITAXON:1341132,Aspergillus welwitschiae,STR_0f3580be7df5,multiple A. welwitschiae isolates,1341132,KX267735.1,1.0,18619.0,18619.0,KX267735.1:1-18619,NRPS (Type I); PKS (Unknown),five-gene ochratoxin A cluster defined by comparative gene content and toxin chemotype,ochratoxins,ochratoxin A,chlorinated polyketide-derived mycotoxin,mycotoxin,10.3389/fmicb.2016.01412,2016.0,Fungal BGC Dossier — M4-FUNG-0490 / BGC0002609
M4-FUNG-0491,BGC0002610,MIBiG,3,NCBITAXON:1549217,Aspergillus stellatus,,NR,1549217,LC073704.1,101.0,6568.0,6468.0,LC073704.1:101-6568,terpene (Unknown),two-enzyme sesterterpene pathway: chimeric prenyltransferase/terpene cyclase plus P450 monooxygenase,sesterterpenes,stellatic acid,sesterterpene acid,NR,10.1021/acs.orglett.5b02404,2015.0,Fungal BGC Dossier — M4-FUNG-0491 / BGC0002610
M4-FUNG-0492,BGC0002611,MIBiG,2,NCBITAXON:1810919,Aspergillus mulundensis,STR_98fe15fe44a0,Y-30462 = DSMZ 5745 = CBS 140610 = IBT 33104,1810919,KP742486.1,1.0,57000.0,57000.0,KP742486.1:1-57000,NRPS (Type I),echinocandin cyclic lipohexapeptide NRPS cluster with homotyrosine-biosynthesis and oxidative-tailoring genes,echinocandins,mulundocandin,cyclic lipohexapeptide antifungal,NR,10.1128/EC.00076-15,2015.0,Fungal BGC Dossier — M4-FUNG-0492 / BGC0002611
M4-FUNG-0493,BGC0002612,MIBiG,3,NCBITAXON:1549217,Aspergillus stellatus,,NR,1549217,AB981314.1,101.0,31032.0,30932.0,AB981314.1:101-31032,terpene (Unknown),fungal meroterpenoid pathway combining a nonreducing PKS-derived DMOA unit with farnesyl-derived terpene chemistry and oxidative rearrangements,anditomin / andilesin meroterpenoids,anditomin,highly oxygenated fungal meroterpenoid,NR,10.1021/ja508127q,2014.0,Fungal BGC Dossier — M4-FUNG-0493 / BGC0002612
M4-FUNG-0494,BGC0002614,MIBiG,2,NCBITAXON:904690,Penicillium shearii,STR_6a8d019cda9a,IFM 42152,904690,LC600199.1,1.0,33840.0,33840.0,LC600199.1:1-33840,NRPS (Type I); PKS (Unknown),decalin-containing diterpenoid-pyrone meroterpenoid pathway: NR-PKS + prenyltransferase + GGPP synthase + FMO epoxidase + terpene cyclase + oxidative tailoring,decalin-containing diterpenoid pyrones / shearones,subglutinol A; sesquicillin A; colletotrichin; metarhizin A (MIBiG engineered-product labels),fungal diterpenoid-pyrone meroterpenoids,native ecological role NR,10.1038/s41467-020-15664-4,2020.0,Fungal BGC Dossier — M4-FUNG-0494 / BGC0002614
M4-FUNG-0495,BGC0002615,MIBiG,2,NCBITAXON:374132,Penicillium terrestre,STR_c351bc48ac07,LM2,374132,MH388470.1,1.0,24396.0,24396.0,,terpene (Unknown),meroterpenoid / isoprenoid epoxycyclohexenone pathway with late membrane-bound terpene cyclization,macrophorin / isoprenoid epoxycyclohexenone meroterpenoids,4-oxomacrophorin A; macrophorin A; 5'-epimacrophorin B,meroterpenoid isoprenoid epoxycyclohexenones,NR,10.1021/acs.orglett.7b02653,2017.0,Fungal BGC Dossier — M4-FUNG-0495 / BGC0002615
M4-FUNG-0496,BGC0002616,MIBiG,2,NCBITAXON:5082,Penicillium roqueforti,STR_cde40bbbb5b4,F43-1 (high MPA producer; RNAi experiments),5082,KU234531.1,1.0,23320.0,23320.0,,PKS (Unknown),mycophenolic-acid polyketide/terpenoid hybrid pathway; seven-gene mpaA/B/C/DE/F/G/H cluster,mycophenolic acid,mycophenolic acid,polyketide-derived meroterpenoid / IMPDH inhibitor,fungal secondary metabolite; ecological role NR,10.1016/j.fm.2016.10.013,2017.0,Fungal BGC Dossier — M4-FUNG-0496 / BGC0002616
M4-FUNG-0497,BGC0002617,MIBiG,2,NCBITAXON:1813945,Penicillium sp. YT-2016,STR_a3f8aa8c6a45,YT-2016,1813945,KU695586.1,1.0,17174.0,17174.0,,NRPS (Type I),cyclic α-nitro tripeptide NRPS pathway,psychrophilins A-I,psychrophilin B,α-nitro-containing cyclic tripeptides,NR,10.1038/ja.2016.33,2016.0,Fungal BGC Dossier — M4-FUNG-0497 / BGC0002617
M4-FUNG-0498,BGC0002618,MIBiG,2,NCBITAXON:36656,Penicillium crustosum,STR_1998a3826020,native P. crustosum strain used for pen cluster deletion study,36656,KC963408.1,1.0,66022.0,66022.0,,terpene (Unknown),indole-diterpene penitrem pathway; distributed/two-cluster programme with paspaline core and oxidative/prenyl tailoring,penitrems,penitrem A,tremorgenic indole diterpenes,mycotoxin / tremorgenic natural product,10.3390/toxins7082701,2015.0,Fungal BGC Dossier — M4-FUNG-0498 / BGC0002618
M4-FUNG-0499,BGC0002619,MIBiG,2,NCBITAXON:5074,Penicillium brevicompactum,STR_83ab071ba85b,NRRL 864,5074,KM595305.1,2369.0,44516.0,42148.0,,PKS (Unknown),mycophenolic-acid polyketide/meroterpenoid pathway; mpa′ gene cluster,mycophenolic acid,mycophenolic acid,polyketide-derived meroterpenoid,fungal secondary metabolite; ecological role NR,10.1002/cbic.201402600,2015.0,Fungal BGC Dossier — M4-FUNG-0499 / BGC0002619
M4-FUNG-0500,BGC0002646,MIBiG,3,NCBITAXON:1873369,Aspergillus hancockii,STR_5a1c5e30918b,genome-sequenced A. hancockii producer used in hkn study,1873369,MBFL02000005.1,111467.0,130314.0,18848.0,,PKS (Unknown),cryptic polyketide-meroterpenoid hkn pathway with cluster-specific regulator and P450 ring-forming tailoring,hancockinone A,hancockinone A,prenylated polycyclic polyketide / meroterpenoid,NR,10.1021/acs.orglett.1c03283,2021.0,Fungal BGC Dossier — M4-FUNG-0500 / BGC0002646
M4-FUNG-0501,BGC0002651,MIBiG,2,NCBITAXON:77044,Rosellinia necatrix,STR_866532291c79,genome-derived R. necatrix locus; strain not resolved in curated primary text,77044,DF977497.1,11097.0,27954.0,16858.0,DF977497.1:11097-27954,terpene (Unknown),compact sordarin-family diterpene locus homologous to sdn: terpene cyclase + four P450s + SdnG-like protein + glycosyltransferase + methyltransferase,sordarin-family diterpenes,sordaricin B (MIBiG label; product nomenclature/provenance uncertain),norbornene-containing diterpene / sordarin-family terpene,precursor/core for antifungal sordarin-family natural products,10.26434/chemrxiv-2022-dst89,2022.0,Fungal BGC Dossier — M4-FUNG-0501 / BGC0002651
M4-FUNG-0502,BGC0002655,MIBiG,2,NCBITAXON:1859971,Paramyrothecium roridum,STR_9149e5b62e87,NRRL 2183,1859971,PXOD01000028.1,3488.0,44354.0,40867.0,PXOD01000028.1:3488-44354,NRPS (Type I),putative fungal lipopeptaibol NRPS pathway; PrHalA proposed to assemble a hexapeptide through unconventional nonlinear module use,halovirs I–K,halovir I; halovir J; halovir K,lipopeptaibols; N- and C-terminally acylated hexapeptides,antibacterial/cytotoxic natural products; ecological role in the fungus not established,10.1038/s41429-022-00517-7,2022.0,Fungal BGC Dossier — M4-FUNG-0502 / BGC0002655
M4-FUNG-0503,BGC0002658,MIBiG,2,NCBITAXON:284135,Sarocladium oryzae,STR_56d1f16922a6,genome locus from S. oryzae; FunBGC representative strain JCM 12450,284135,BCHE01000001.1,1898103.0,1933000.0,34898.0,BCHE01000001.1:1898103-1933000,NRPS (Type I); PKS (Unknown),"PKS–NRPS 4-hydroxy-2-pyridone pathway with ER, P450 and SDR tailoring; late seven-membered-ring formation is substrate-controlled/nonenzymatic",deoxyakanthomycins / akanthomycin-related 4-hydroxy-2-pyridones,M-deoxyakanthomycin; P-deoxyakanthomycin,atropisomeric 4-hydroxy-2-pyridone alkaloids,secondary metabolite; ecological role of the S. oryzae Sdx products NR,10.1021/jacs.2c02288,2022.0,Fungal BGC Dossier — M4-FUNG-0503 / BGC0002658
M4-FUNG-0504,BGC0002664,MIBiG,2,NCBITAXON:2784450,Xylaria sp. 218_066,STR_0592e285ba0c,218_066,2784450,JADKYC010000066.1,16116.0,83405.0,67290.0,JADKYC010000066.1:16116-83405,NRPS (Type I),candidate seven-module NRPS cyclic heptadepsipeptide pathway with proposed rare trans-acting N-methyltransferase,xylaroamides,xylaroamide A,cyclic heptadepsipeptide / nonribosomal peptide,fungal secondary metabolite; native ecological function NR,10.1021/acs.jnatprod.1c01108,2022.0,Fungal BGC Dossier — M4-FUNG-0504 / BGC0002664
M4-FUNG-0505,BGC0002670,MIBiG,2,NCBITAXON:426428,Fusarium oxysporum f. sp. lycopersici 4287,STR_8d0604afa7a9,4287,426428,CM000596.1,28846.0,56875.0,28030.0,CM000596.1:28846-56875,other (other),"organophosphonate biosynthetic locus centered on phosphoenolpyruvate phosphomutase/decarboxylation, FfnC aldo-keto reduction and FfnD Fe(II)/2OG oxacyclization",fosfonochlorin,fosfonochlorin,halogenated organophosphonate natural product,fungal secondary metabolite; ecological role NR,10.1002/cbic.202100352,2022.0,Fungal BGC Dossier — M4-FUNG-0505 / BGC0002670
M4-FUNG-0506,BGC0002707,MIBiG,2,NCBITAXON:741705,Coniophora puteana RWD-64-598 SS2,STR_2ebf77ba67b9,RWD-64-598 SS2,741705,JH711575.1,411485.0,432806.0,21322.0,JH711575.1:411485-432806 (canonical v2 locus); current MIBiG visualization extends to 439915,terpene (Unknown),class I sesquiterpene synthase-centered (+)-δ-cadinol record; Copu5 directly converts FPP to (+)-δ-cadinol,(+)-δ-cadinol sesquiterpene products,(+)-δ-cadinol,oxygenated cadinane-type sesquiterpene,enzymatic sesquiterpene product; native ecological role in C. puteana NR,10.1186/s12934-022-01791-8,2022.0,Fungal BGC Dossier — M4-FUNG-0506 / BGC0002707
M4-FUNG-0507,BGC0002708,MIBiG,2,NCBITAXON:741705,Coniophora puteana RWD-64-598 SS2,STR_2ebf77ba67b9,RWD-64-598 SS2,741705,JH711575.1,107662.0,109181.0,1520.0,JH711575.1:107662-109181; sole core synthase CONPUDRAFT_118913 / EIW83595.1 lies at 107719-108894 in current MIBiG annotation,terpene (Unknown),single-gene class I sesquiterpene synthase record; Copu9/CONPUDRAFT_118913 directly converts FPP to (+)-δ-cadinol,(+)-δ-cadinol sesquiterpene products,(+)-δ-cadinol,oxygenated cadinane-type sesquiterpene,enzymatic sesquiterpene product; native ecological role in C. puteana NR,10.1186/s12934-022-01791-8,2022.0,Fungal BGC Dossier — M4-FUNG-0507 / BGC0002708
M4-FUNG-0508,BGC0002709,MIBiG,2,NCBITAXON:229533,Fusarium graminearum PH-1,STR_f2c27ca2c66c,PH-1,229533,CM000574.1,7509000.0,7538000.0,29001.0,CM000574.1:7509000-7538000,PKS (Unknown),"naphthopyrone/naphthoquinone polyketide pigment pathway centered on PKS12 with regulatory, methylation, oxidation, transport and extracellular dimerization functions",aurofusarin pigment pathway,aurofusarin,dimeric naphthopyrone-derived polyketide pigment / naphthoquinone-related pigment,red/carmine mycelial pigment; broader ecological contribution beyond pigmentation is context-dependent,10.1111/j.1365-2958.2006.05295.x,2006.0,Fungal BGC Dossier — M4-FUNG-0508 / BGC0002709
M4-FUNG-0509,BGC0002710,MIBiG,2,NCBITAXON:655844,Metarhizium robertsii ARSEF 23,STR_46b299cf944c,ARSEF 23,655844,ADNJ02000002.1,3775769.0,3809100.0,33332.0,ADNJ02000002.1:3775769-3809100,NRPS (Type I),"extracellular hydroxamate siderophore pathway centered on ornithine hydroxylase MrsidA and NRPS MrsidD, yielding coprogens/metachelins and dimerumic acids",metachelins / coprogens and dimerumic-acid siderophores,metachelin C; metachelin A; metachelin A-CE; metachelin B; dimerumic acid 11-mannoside; dimerumic acid,hydroxamate siderophores / nonribosomal peptides,iron acquisition under iron limitation,10.3389/fmicb.2021.783609,2021.0,Fungal BGC Dossier — M4-FUNG-0509 / BGC0002710
M4-FUNG-0510,BGC0002726,MIBiG,2,NCBITAXON:45130,Bipolaris sorokiniana,STR_4ea310956740,11134,45130,MK523385.1,1.0,73894.0,73894.0,MK523385.1:1-73894,PKS (Unknown),candidate halogenase-associated polyketide/chromone-xanthone pathway,chlorinated chromones and xanthones,4-chloropinselin; pinselin; chloromonilinic acid B; chloromonilinic acid D; 4-hydroxyvertixanthone,chlorinated fungal xanthones/chromones and related polyketides,secondary metabolites; native ecological role in B. sorokiniana NR,10.1007/s00253-019-09821-z,2019.0,Fungal BGC Dossier — M4-FUNG-0510 / BGC0002726
M4-FUNG-0511,BGC0002727,MIBiG,2,NCBITAXON:1735992,Neonectria sp. DH2,STR_456edbde7613,DH2,1735992,RQWH01000002.1,1095184.0,1117000.0,21817.0,RQWH01000002.1:1095184-1117000,NRPS (Type I); PKS (Unknown),"hybrid HR-PKS–NRPS 2-pyridone/decalin pathway with trans-acting reductase, P450 and SAM-dependent pericyclase candidate",ilicicolins,ilicicolin H,PKS–NRPS-derived 2-pyridone with decalin motif,antifungal secondary metabolite; native ecological role in DH2 NR,10.3390/molecules24122267,2019.0,Fungal BGC Dossier — M4-FUNG-0511 / BGC0002727
M4-FUNG-0512,BGC0002728,MIBiG,3,NCBITAXON:690307,Aspergillus aculeatus ATCC 16872,STR_85e6f8e865ba,ATCC 16872 / CBS 172.66 / WB 5094,690307,NW_017962983.1,1125505.0,1144430.0,18926.0,NW_017962983.1:1125505-1144430,NRPS (Type I); terpene (Unknown),mixed terpene–NRPS norsesquiterpene pathway with three P450 oxidative-demethylation enzymes,aculenes,aculene A,C14 norsesquiterpenes with nordaucane skeleton; A/B carry L-proline-derived substituent,fungal secondary metabolites; native ecological role NR,10.1002/anie.201910200,2019.0,Fungal BGC Dossier — M4-FUNG-0512 / BGC0002728
M4-FUNG-0513,BGC0002729,MIBiG,2,NCBITAXON:367110,Neurospora crassa OR74A,STR_f06fe1362621,OR74A / FGSC 2489,367110,CM002236.1,8673829.0,8701327.0,27499.0,CM002236.1:8673829-8701327,PKS (Unknown),"HR-PKS salicylaldehyde pathway with multiple redox, epoxidase and epoxide-hydrolase tailoring enzymes",sordarial salicylaldehyde polyketides,sordarial,HR-PKS-derived salicylaldehyde with dihydroxypentenyl side chain,native role in N. crassa unresolved; phytotoxic potential inferred from related salicylaldehydes,10.1021/acs.jnatprod.8b00983,2019.0,Fungal BGC Dossier — M4-FUNG-0513 / BGC0002729
M4-FUNG-0514,BGC0002730,MIBiG,2,NCBITAXON:104259,Penicillium brasilianum HBU-136,STR_de8067f1fc95,HBU-136,104259,SSWP01000056.1,15500.0,47500.0,32001.0,SSWP01000056.1:15500-47500,NRPS (Type I),candidate indole-diketopiperazine NRPS cluster with predicted P450 and O-methyltransferase tailoring,indole-diketopiperazines / tryprostatin-related alkaloids,spirotryprostatin G,prenylated/oxidatively tailored indole diketopiperazine alkaloids,secondary metabolites; native ecological role NR,10.3390/md17090514,2019.0,Fungal BGC Dossier — M4-FUNG-0514 / BGC0002730
M4-FUNG-0515,BGC0002731,MIBiG,2,NCBITAXON:2582783,Aspergillus nanangensis,STR_0851cb8cf6c4,MST-FP2251,2582783,MN200101.1,1.0,51887.0,51887.0,MN200101.1:1-51887,PKS (Unknown),putative drimane-sesquiterpenoid/acyl-drimenol biosynthetic cluster; MIBiG class label is database provenance,nanangenines,nanangenine A,drimane sesquiterpenoids / acyl drimenols,secondary metabolites; native ecological role NR,10.3762/bjoc.15.256,2019.0,Fungal BGC Dossier — M4-FUNG-0515 / BGC0002731
M4-FUNG-0516,BGC0002734,MIBiG,2,NCBITAXON:341663,Aspergillus terreus NIH2624,STR_b142bedb3ed6,NIH2624,341663,CH476598.1,173000.0,194000.0,21001.0,CH476598.1:173000-194000,PKS (Unknown),NR-PKS + neighboring NRPS-like aryl-carboxylate reductase module,aryl-aldehyde polyketide intermediate,"2,4-dihydroxy-5,6-dimethylbenzaldehyde",aromatic polyketide acid/aldehyde pair,pathway intermediate chemistry; native ecological function NR,10.1016/j.chembiol.2013.12.005,2014.0,Fungal BGC Dossier — M4-FUNG-0516 / BGC0002734
M4-FUNG-0517,BGC0002736,MIBiG,2,NCBITAXON:341663,Aspergillus terreus NIH2624,STR_b142bedb3ed6,NIH2624,341663,CH476597.1,2170787.0,2176233.0,5447.0,CH476597.1:2170787-2176233,terpene (Unknown),sesterterpene bifunctional terpene synthase + P450 oxidative tailoring module,preaspterpenacid sesterterpenes,preaspterpenacid I,"pentacyclic C25 sesterterpene, 5–6–7–3–5 ring system",secondary-metabolite scaffold; native ecological role NR,10.1021/acs.orglett.1c01361,2021.0,Fungal BGC Dossier — M4-FUNG-0517 / BGC0002736
M4-FUNG-0518,BGC0002745,MIBiG,3,NCBITAXON:60169,Penicillium polonicum,STR_9c6219bc7ea1,X6; canonical locus derived from IBT 4502 genomic sequence,60169,MDYM01000002.1,1232478.0,1263428.0,30951.0,MDYM01000002.1:1232478-1263428,PKS (Unknown),"HR-PKS α-pyrone mycotoxin pathway with methyltransferase, two FAD monooxygenases, acyltransferase and P450 candidates",verrucosidin α-pyrone mycotoxins,verrucosidin,methylated α-pyrone polyketide with epoxytetrahydrofuran-containing side chain,mycotoxin associated with neurological toxicity; ecological role in fungus NR,10.3389/fmicb.2021.660871,2021.0,Fungal BGC Dossier — M4-FUNG-0518 / BGC0002745
M4-FUNG-0519,BGC0002746,MIBiG,3,NCBITAXON:1314807,Dendrothele bispora CBS 962.96,STR_fcba31e27ad7,CBS 962.96,1314807,ML179655.1,8358.0,47015.0,38658.0,ML179655.1:8358-47015,RiPP,"borosin RiPP cluster encoding autocatalytic precursor methyltransferase DbiMA1, prolyl oligopeptidase DbiP and predicted accessory tailoring enzymes",dendrothelins / borosin peptide macrocycles,dendrothelin A,12-residue backbone-N-methylated cyclic RiPP; nine core backbone N-methylations in omphalotin-like pattern,likely defense effector against nematodes/antagonists; native ecological role proposed rather than directly established,10.1038/s41598-021-83106-2,2021.0,Fungal BGC Dossier — M4-FUNG-0519 / BGC0002746
M4-FUNG-0520,BGC0002747,MIBiG,3,NCBITAXON:5353,Lentinula edodes,STR_644b4d69f7d8,4312 native peptide-detection strain; canonical genome locus from L. edodes assembly,5353,JABWDW010000010.1,799861.0,828214.0,28354.0,JABWDW010000010.1:799861-828214,RiPP,"borosin RiPP cluster with precursor methyltransferase LedMA, prolyl oligopeptidase LedP and accessory tailoring candidates",lentinulins / borosin macrocycles,lentinulin A,12-residue backbone-N-methylated cyclic RiPP with nine core N-methylations,likely defense effector against nematodes/antagonists; native ecological function proposed,10.1038/s41598-021-83106-2,2021.0,Fungal BGC Dossier — M4-FUNG-0520 / BGC0002747
M4-FUNG-0521,BGC0002749,MIBiG,2,NCBITAXON:41067,Aspergillus candidus CBS 102.13,STR_d6fd6b6a42ef,CBS 102.13,41067,KZ559173.1,191.0,18452.0,18262.0,KZ559173.1:191-18452,NRPS (Type VI); PKS (Type I),NRPS–PKS hybrid pyrrolobenzazepine pathway with kynurenine-pathway precursor supply,aspcandine,aspcandine,pyrrolobenzazepine alkaloid / NRPS–PKS hybrid product,secondary metabolite; native ecological role NR,10.1021/acs.orglett.2c01918,2022.0,Fungal BGC Dossier — M4-FUNG-0521 / BGC0002749
M4-FUNG-0522,BGC0002758,MIBiG,1,NCBITAXON:227321,Aspergillus nidulans FGSC A4,STR_f5fd9ed0ac1f,FGSC A4 / experimental AGB552 derivatives,227321,BN001302.1,162823.0,193481.0,30659.0,BN001302.1:162823-193481,PKS (Type I),non-reducing aromatic PKS / azaphilone-tropolone pathway with oxidative ring-expansion branch,dba/troA azaphilone-tropolone family,azanidulone; anhydrosepedonin; antibiotic C; tripyrnidone; DHMBA,aromatic polyketides including azaphilone and tropolone scaffolds,microbial competition / iron-chelation role proposed and experimentally supported for induced tropolone-containing extracts,10.3389/ffunb.2021.777474,2022.0,Fungal BGC Dossier — M4-FUNG-0522 / BGC0002758
M4-FUNG-0523,BGC0002759,MIBiG,2,NCBITAXON:293381,Penicillium bialowiezense CBS 227.28,STR_3a7b62a0d88f,CBS 227.28,293381,LC719581.1,1.0,41588.0,41588.0,LC719581.1:1-41588,terpene (sesquiterpene) + iterative type-I PKS,meroditerpenoid pathway built from a polyketide-derived pyrone and geranylgeranyl-derived terpene branch,brevione meroditerpenoids,brevione E,complex meroditerpenoid,secondary metabolite; native ecological role NR,10.1002/anie.202210938,2022.0,Fungal BGC Dossier — M4-FUNG-0523 / BGC0002759
M4-FUNG-0524,BGC0002812,MIBiG,2,NCBITAXON:759273,Colletotrichum higginsianum IMI 349063,STR_835a3320fbf3,IMI 349063,759273,LTAN01000004.1,389265.0,404974.0,15710.0,LTAN01000004.1:389265-404974,PKS (Type I); terpene (Monoterpene),four-gene ctc aromatic-polyketide/prenylation/halogenation pathway,colletochlorin/colletorin family,colletochlorin A family; reconstructed products include colletochlorins B/D and colletorins,"prenylated orsellinic-acid-derived polyketides, chlorinated and nonchlorinated",infection/context-responsive fungal secondary metabolites; specific native ecological role unresolved,10.1016/j.ymben.2023.10.002,2023.0,Fungal BGC Dossier — M4-FUNG-0524 / BGC0002812
M4-FUNG-0525,BGC0002845,MIBiG,1,NCBITAXON:330879,Aspergillus fumigatus Af293,STR_747359f7f588,Af293,330879,AAHF00000000.1,611460.0,657026.0,45567.0,AAHF00000000.1:611460-657026,PKS (Type I); terpene (Diterpene),fungal meroterpenoid pathway: NR-PKS + prenyltransferase + pathway GGPS + FMO + terpene cyclase + acetyltransferase,sartorypyrones and related meroterpenoid intermediates/shunt products,sartorypyrone A; sartorypyrone D; sartorypyrone F; sartorypyrone G,meroterpenoid / polyketide-diterpene hybrid,UNCERTAIN,10.1039/D3SC02226A,2023.0,Fungal BGC Dossier — M4-FUNG-0525 / BGC0002845
M4-FUNG-0526,BGC0002847,MIBiG,1,NCBITAXON:655844,Metarhizium robertsii ARSEF23,STR_5dd4a9c68052,ARSEF23,655844,ADNJ02000003.1,5192433.0,5216330.0,23898.0,ADNJ02000003.1:5192433-5216330,PKS (Type I),tandem HR-PKS + NR-PKS + ψACP-thioesterase resorcylic-acid module,olivetolic acid and resorcylic-acid alkyl-chain analogs,olivetolic acid,resorcylic-acid polyketides,UNCERTAIN,10.1021/acssynbio.1c00309,2021.0,Fungal BGC Dossier — M4-FUNG-0526 / BGC0002847
