gene_key,dossier_id,gene_id,gene_name,protein_accession,start_bp,end_bp,strand,predicted_function_raw,demonstrated_function_raw,perturbation_raw,phenotype_raw,source_ids,note,source_row
M4-FUNG-0453:G004,M4-FUNG-0453,G004,CYP-Arm1,NR,,,NR,cytochrome P450 monooxygenase,no new product detected with 6-protoilludene in the tested assay,heterologous yeast substrate-feeding assay,negative on 6-protoilludene substrate,S003,Negative substrate test does not exclude a downstream pathway role.,107
M4-FUNG-0453:G005,M4-FUNG-0453,G005,CYP-Arm4,NR,,,NR,cytochrome P450 monooxygenase,no new product detected with 6-protoilludene in the tested assay,heterologous yeast substrate-feeding assay,negative on 6-protoilludene substrate,S003,Negative substrate test does not exclude a downstream pathway role.,108
M4-FUNG-0453:G006,M4-FUNG-0453,G006,two hypothetical proteins / neighboring oxidoreductase-regulatory features,NR,,,NR,hypothetical/GMC-oxidoreductase-associated neighborhood features,NR,NR,NR,S003,Paper reports additional neighboring genes but does not establish their pathway chemistry.,109
M4-FUNG-0454:G001,M4-FUNG-0454,G001,ssk6 / BsPS,NR,,,NR,bifunctional prenyltransferase-terpene synthase (BFTS),forms geranylfarnesyl diphosphate and cyclizes it to preterpestacin I,heterologous/in-vitro enzyme assay; native gene deletion,preterpestacin-I scaffold formation; deletion-guided loss/reduction of pathway products,S003,Direct causal scaffold enzyme.,104
M4-FUNG-0454:G002,M4-FUNG-0454,G002,ssk4,NR,,,NR,glycosyltransferase,proposed glycosylation of terpestacin-family substrate toward glucosyl-terpestacin,genomic organization + pathway inference,glycoside branch proposed,S003,Do not treat as purified-enzyme proof.,105
M4-FUNG-0454:G003,M4-FUNG-0454,G003,ssk5 / ssk9,NR,,,NR,cytochrome P450 monooxygenases,proposed oxidative tailoring from preterpestacin toward terpestacin-family metabolites,pathway inference / homologous-cluster context,oxidized congeners associated with locus,S003; S005,Exact individual native reactions are not promoted beyond evidence.,106
M4-FUNG-0454:G004,M4-FUNG-0454,G004,ssk7,NR,,,NR,FAD-dependent oxidase,proposed oxidation within terpestacin-family tailoring,pathway inference / homologous-cluster context,late oxidation proposed,S003; S005,Direct native isolated reaction NR.,107
M4-FUNG-0454:G005,M4-FUNG-0454,G005,ssk8,NR,,,NR,acetyltransferase,proposed 24-O-acylation of terpestacin toward fusaproliferin,pathway inference,acylated branch proposed,S003,"Assignment is model-supported, not direct purified-enzyme evidence.",108
M4-FUNG-0454:G006,M4-FUNG-0454,G006,ssk1,NR,,,NR,cytochrome P450 candidate,proposed epoxidation in a downstream fusaproliferin-derived branch,pathway inference,downstream branch chemistry proposed,S003,Retained as proposed function only.,109
M4-FUNG-0455:G001,M4-FUNG-0455,G001,mpas / CuPKS1,NR,,,NR,nonreducing PKS with CMeT and terminal Claisen cyclase architecture,proposed methylphloracetophenone synthase for the usnic-acid precursor,domain/phylogenetic selection + RT-PCR expression,transcript detected in an usnic-acid-producing lichen sample,S003,Function is a biosynthetic proposal; direct catalytic product reconstruction in C. uncialis was not reported.,104
M4-FUNG-0455:G002,M4-FUNG-0455,G002,mpao,A0A0R8YXT5,,,NR,cytochrome P450 monooxygenase / oxidative-dimerization candidate,proposed oxidative dimerization of methylphloracetophenone toward usnic acid,genomic adjacency + RT-PCR expression,transcript detected in an usnic-acid-producing lichen sample,S003; S006,UniProt protein annotation is literature-derived and is not treated as independent causal validation.,105
M4-FUNG-0455:G003,M4-FUNG-0455,G003,additional canonical neighboring genes,NR,,,NR,mixed neighboring functions,NR,NR,no demonstrated necessity for usnic-acid synthesis in defining study,S002; S003,Grouped to avoid promoting the whole 47.95-kb interval as an enzyme-resolved pathway.,106
M4-FUNG-0456:G001,M4-FUNG-0456,G001,PenP,QPP19367.1,13915.0,18666.0,-,NRPS; single A domain predicted to prefer L-Phe,proposed formation of cyclo-(L-Phe-L-Phe) ETP scaffold,genome mining / homology,no direct PenP catalytic assay in defining study,S002; S003,Core scaffold role is proposed from domain architecture and ETP precedent.,104
M4-FUNG-0456:G002,M4-FUNG-0456,G002,PenC,QPP19381.1,41354.0,43137.0,+,cytochrome P450 monooxygenase,proposed α/β hydroxylation enabling sulfur installation,homology to GliC-like ETP chemistry,specific α/β role not directly tested,S002; S003,One of multiple P450s; exact positional assignment remains unresolved.,105
M4-FUNG-0456:G003,M4-FUNG-0456,G003,PenI / PenJ / PenK,QPP19382.1; QPP19386.1; QPP19362.1,,,NR,C-S lyase / dipeptidase / γ-glutamyl-cyclotransferase homolog set,proposed stepwise processing of glutathione-derived sulfur intermediates,homology to gliotoxin/gliovirin pathways,no direct pen-cluster enzyme assay,S002; S003,Grouped because the defining paper uses established ETP homolog logic rather than direct biochemical tests.,106
M4-FUNG-0456:G004,M4-FUNG-0456,G004,PenT / PenT*,QPP19373.1; QPP19380.1,,,NR,flavin-dependent oxidase homologs,"proposed oxidation/closure of α,β-polysulfide bridge",homology + duplicated oxidase architecture,"α,β bridge formation model",S002; S003,"Presence of two homologs is notable, but exact division of labor is unresolved.",107
M4-FUNG-0456:G005,M4-FUNG-0456,G005,PenF,QPP19369.1,19937.0,21426.0,+,cytochrome P450 monooxygenase,"proposed N-hydroxylation contributing to 1,2-oxazadecaline formation",homology/pathway proposal,no direct catalytic assignment,S002; S003,Epoxidation partner P450 remains unresolved.,108
M4-FUNG-0456:G006,M4-FUNG-0456,G006,other Pen P450/methylation/tailoring genes,QPP19364.1-QPP19386.1 subset,,,NR,"P450, methyltransferase, redox and transport/tailoring candidates",specific late modifications unresolved,genome-mined pathway proposal,compound diversity associated with cluster,S002; S003,No unsupported one-enzyme/one-step assignments promoted.,109
M4-FUNG-0457:G001,M4-FUNG-0457,G001,FUM21,NR,,,NR,GAL4-type Zn2Cys6 transcriptional regulator,positive regulator required for downstream FUM-gene transcription; defective G1 allele contributes causally to nonproduction,G9→G1 complementation; engineered point-variant tests,restores FUM6/FUM8/FUM10 transcription but requires FUM7-region repair for fumonisin recovery,S003,p.G678* C-terminal truncation identified as one causal G1 lesion.,104
M4-FUNG-0457:G002,M4-FUNG-0457,G002,FUM7,NR,,,NR,alcohol-dehydrogenase-family fumonisin biosynthetic protein,G1 FUM7-region defect is jointly required with FUM21 defect for nonproduction phenotype,region complementation and FUM6/FUM7-discriminating frameshift constructs,FUM7-containing repair plus FUM21 complementation recovers fumonisin production,S003,Exact causal amino-acid/promoter lesion within FUM7 region remains unresolved.,105
M4-FUNG-0457:G003,M4-FUNG-0457,G003,FUM1,NR,,,NR,polyketide synthase,fumonisin carbon-backbone assembly role established in homologous Fusarium pathways,G9/G1 marker linkage and expression in this study; direct catalytic role from homologous literature,producer-associated transcript; cluster marker segregates with phenotype,S003; S006,Do not treat homologous catalytic role as a direct F. fujikuroi enzyme assay.,106
M4-FUNG-0457:G004,M4-FUNG-0457,G004,FUM6 / FUM8 / FUM10,NR,,,NR,oxidative / aminotransferase / tricarballylic-esterification pathway genes,downstream fumonisin biosynthetic roles established mainly in homologous Fusarium systems,RT-PCR response to FUM21 complementation in G1,FUM6/FUM8/FUM10 transcripts reappear after FUM21 repair,S003; S006,Expression response is direct F. fujikuroi evidence; detailed chemistry is cross-species provenance.,107
M4-FUNG-0457:G005,M4-FUNG-0457,G005,FUM16 / FUM17 / FUM18 / FUM19,NR,,,NR,cluster-associated genes; FUM17 pseudogene in both G1 and G9,not essential for fumonisin biosynthesis according to prior Fusarium disruption evidence,comparative sequence / prior genetics,retained in cluster but not required for core production,S003; S006,FUM17 pre-terminated in both parental strains.,108
M4-FUNG-0457:G006,M4-FUNG-0457,G006,remaining FUM genes,NR,,,NR,fumonisin pathway tailoring/transport machinery,functional assignments summarized from established homologous fumonisin pathways,cluster sequence comparison,pathway membership supported; direct G9 enzyme tests NR,S003; S006,Conservative grouping avoids cross-species overassignment.,109
M4-FUNG-0458:G001,M4-FUNG-0458,G001,xenA,QOJ72659.1,785.0,2062.0,-,dehydratase,dehydrates tyrosine-nonaketide skeleton to form pyrrolidinone moiety,native deletion + heterologous reconstruction,loss/alteration of downstream xenoacremone pathway products,S002; S003,Direct pathway-step evidence.,104
M4-FUNG-0458:G002,M4-FUNG-0458,G002,xenB,QOJ72660.1,4862.0,6055.0,+,pathway protein,specific role unresolved in sources examined,cluster reconstruction context,NR,S002; S003,Do not overassign.,105
M4-FUNG-0458:G003,M4-FUNG-0458,G003,xenC,QOJ72661.1,6587.0,6958.0,-,cyclophane-forming enzyme,links para-cyclophane ether on oxidized substrate,heterologous reconstruction,enables macrocyclic ether and downstream spontaneous DA product,S002; S003,Direct pathway-order evidence.,106
M4-FUNG-0458:G004,M4-FUNG-0458,G004,xenD,QOJ72662.1,7716.0,8204.0,+,oxidase,oxidizes XenF-derived cyclohexane intermediate to XenC substrate,heterologous reconstruction,supplies substrate for cyclophane ether formation,S002; S003,Part of three-enzyme cascade.,107
M4-FUNG-0458:G005,M4-FUNG-0458,G005,xenE,QOJ72663.1,8721.0,21049.0,-,hybrid PKS-NRPS,with XenG forms tyrosine-nonaketide skeleton,native deletion + heterologous expression,core scaffold formation,S002; S003,Core assembly enzyme.,108
M4-FUNG-0458:G006,M4-FUNG-0458,G006,xenF,QOJ72664.1,21789.0,23096.0,-,CrtC-like/lipocalin-fold rearrangement enzyme,catalyzes novel sigmatropic rearrangement to key cyclohexane intermediate,heterologous/biochemical pathway reconstruction,prerequisite for tricarbocyclic core formation,S002; S003,Defining mechanistic step.,109
M4-FUNG-0458:G007,M4-FUNG-0458,G007,xenG,QOJ72665.1,23478.0,24646.0,+,trans-acting enoyl reductase,partners with XenE to form reduced tyrosine-nonaketide skeleton,native deletion + heterologous expression,core scaffold formation,S002; S003,Core reductive partner.,110
M4-FUNG-0459:G001,M4-FUNG-0459,G001,spoP,QNT61260.1,372.0,5808.0,-,polyketide synthase,builds naphthalene polyketide precursor in reconstructed pathway,heterologous reconstruction,supports precursor formation,S002; S003,Core scaffold enzyme.,104
M4-FUNG-0459:G002,M4-FUNG-0459,G002,spoB,QNT61261.1,6621.0,7716.0,-,metallo-beta-lactamase-fold protein,pathway participation supported; exact isolated reaction unresolved,heterologous reconstruction,pathway progression,S002; S003,No unsupported exact chemistry assigned.,105
M4-FUNG-0459:G003,M4-FUNG-0459,G003,spoR,QNT61262.1,8899.0,10314.0,-,regulatory protein,specific native regulatory function NR,NR,NR,S002,Annotation retained without direct activation claim.,106
M4-FUNG-0459:G004,M4-FUNG-0459,G004,spoF,QNT61263.1,11226.0,12572.0,-,fasciclin-domain protein,essential partner enabling SpoL-mediated selective phenol coupling,heterologous coproduction with SpoL,functional sporandol-forming coupling only with SpoF+SpoL,S003,Defining fasciclin cofactor/partner.,107
M4-FUNG-0459:G005,M4-FUNG-0459,G005,spoL,QNT61264.1,12951.0,15287.0,+,laccase,oxidative phenol coupling of naphthalene precursor when co-produced with SpoF,heterologous expression ± SpoF,SpoL alone no coupling; SpoL+SpoF functional selective coupling,S003,Direct partner-dependence experiment.,108
M4-FUNG-0459:G006,M4-FUNG-0459,G006,spoM,QNT61265.1,16346.0,17726.0,-,O-methyltransferase,regioselective methylation of naphthalene precursor including 6-hydroxymusizin context,biochemical/heterologous evidence,methylated coupling precursor formed,S002; S006,Regioselective OMT evidence.,109
M4-FUNG-0460:G001,M4-FUNG-0460,G001,brq1 / Cma_00867,NR,,,NR,GAL4-type transcription factor,coordinately upregulated with the brq block; direct regulatory targets/function not tested,transcriptome chemotype comparison,higher expression in biruloquinone-producing chemotype,S003,Do not treat coexpression as direct regulatory causality.,104
M4-FUNG-0460:G002,M4-FUNG-0460,G002,brq2 / Cma_00868,NR,,,NR,MFS transporter,coexpression supports pathway association; biruloquinone export is hypothesized,transcriptome chemotype comparison,~256-fold higher expression in purple chemotype,S003,Transport/export function was not directly assayed.,105
M4-FUNG-0460:G003,M4-FUNG-0460,G003,brq3 / Cma_00869,NR,,,NR,O-methyltransferase,predicted methylation role in proposed biruloquinone pathway,transcriptome + annotation,co-upregulated with producer chemotype,S003,No purified-enzyme or knockout evidence.,106
M4-FUNG-0460:G004,M4-FUNG-0460,G004,brq4 / Cma_00870,NR,,,NR,FAD-dependent monooxygenase,predicted oxidative tailoring role in proposed biruloquinone pathway,transcriptome + annotation,co-upregulated with producer chemotype,S003,No direct biochemical reaction assigned.,107
M4-FUNG-0460:G005,M4-FUNG-0460,G005,brq5 / PKS21 / Cma_00871,NR,,,NR,"nonreducing polyketide synthase, group IV","strongest candidate scaffold enzyme for biruloquinone based on expression, phylogeny and locus context",RNA-seq chemotype comparison + PKS phylogeny,sole strongly induced PKS; ~195-fold higher in purple chemotype,S003,No pathway-specific knockout or direct enzyme assay; proposed octaketide role remains inferred.,108
M4-FUNG-0460:G006,M4-FUNG-0460,G006,brq6 / Cma_00872,NR,,,NR,MFS transporter,coexpression supports pathway association; exact transport function unresolved,transcriptome chemotype comparison,~3-fold higher expression in purple chemotype,S003,Weakest expression contrast among core brq genes; no transport assay.,109
M4-FUNG-0461:G001,M4-FUNG-0461,G001,crz7,NR,,,NR,non-reducing PKS,candidate scaffold PKS; transcriptionally induced,expression correlation,coexpressed with cristazarin-producing conditions,S004,"Putative, not knockout-validated.",104
M4-FUNG-0462:G001,M4-FUNG-0462,G001,sol4,NR,,,NR,Zn2Cys6 pathway-specific transcription factor,necessary and sufficient regulator of sol cluster transcription,deletion; overexpression,Δsol4 abolishes solanapyrones; overexpression induces cluster,S003,Direct native genetics.,104
M4-FUNG-0462:G002,M4-FUNG-0462,G002,sol5,NR,,,NR,Diels-Alderase,catalyzes solanapyrone cyclization,deletion / mechanistic study,loss of products with precursor accumulation,S004,Direct mechanistic support.,105
M4-FUNG-0463:G001,M4-FUNG-0463,G001,PKSN/PKS35,NR,,,NR,polyketide synthase,required for normal red perithecial pigmentation/development,deletion,altered perithecial phenotype/pigmentation,S003,Exact metabolite assignment less deeply resolved.,104
M4-FUNG-0465:G001,M4-FUNG-0465,G001,g429,BBU37364.1,1001.0,3331.0,+,hypothetical protein,NR,cluster context,part of submitted locus,S002,,104
M4-FUNG-0465:G002,M4-FUNG-0465,G002,g430,BBU37365.1,3782.0,5908.0,-,P450 monooxygenase,NR,cluster context,part of submitted locus,S002,,105
M4-FUNG-0465:G003,M4-FUNG-0465,G003,g431,BBU37366.1,6303.0,7906.0,+,HMG-CoA synthase,candidate resistance/pathway component,genetic cluster study,1233A cluster context,S003,Exact self-resistance mapping kept conservative.,106
M4-FUNG-0465:G004,M4-FUNG-0465,G004,g432,BBU37367.1,9620.0,10942.0,+,Myb-like transcription factor,NR,NR,NR,S002,,107
M4-FUNG-0465:G005,M4-FUNG-0465,G005,g433,BBU37368.1,11868.0,20199.0,+,polyketide synthase,core scaffold enzyme,cluster genetics,1233A biosynthesis,S003,,108
M4-FUNG-0465:G006,M4-FUNG-0465,G006,g434,BBU37369.1,20776.0,21848.0,-,fungal exporter,NR,NR,NR,S002,,109
M4-FUNG-0465:G007,M4-FUNG-0465,G007,g435,BBU37370.1,22643.0,23500.0,-,hypothetical protein,NR,NR,NR,S002,,110
M4-FUNG-0466:G001,M4-FUNG-0466,G001,sptF,BCD52385.1,9270.0,10127.0,+,αKG-dependent dioxygenase,oxidative rearrangement followed by epoxidation,biochemical/heterologous characterization,late-stage emeridone-F chemistry,S003,Direct catalytic assignment.,104
M4-FUNG-0466:G002,M4-FUNG-0466,G002,sptN,BCD52386.1,11220.0,12092.0,+,αKG-dependent dioxygenase,C9 hydroxylase,biochemical/heterologous characterization,C9 hydroxylation,S003,Direct catalytic assignment.,105
M4-FUNG-0466:G003,M4-FUNG-0466,G003,sptM,BCD52390.1,19218.0,26716.0,+,polyketide synthase,upstream meroterpenoid scaffold contribution,heterologous pathway context,pathway scaffold formation,S002; S003,Exact step not overassigned.,106
M4-FUNG-0466:G004,M4-FUNG-0466,G004,sptB,BCD52380.1,1720.0,2501.0,+,terpene cyclase,upstream cyclization,pathway context,meroterpenoid assembly,S002,Annotation/pathway context.,107
M4-FUNG-0467:G001,M4-FUNG-0467,G001,chaA,QJX57338.1,5318.0,17732.0,+,PKS-NRPS,proposed scaffold assembly,gene-mining inference,candidate chaetolivacine pathway,S003,"Proposed, not causally validated.",104
M4-FUNG-0467:G002,M4-FUNG-0467,G002,chaB,QJX57337.1,3105.0,4725.0,+,hypothetical protein,proposed tailoring role,biosynthetic inference,candidate pathway,S003,No direct catalytic validation.,105
M4-FUNG-0467:G003,M4-FUNG-0467,G003,chaC,QJX57336.1,1.0,2992.0,-,ChaC,proposed tailoring role,biosynthetic inference,candidate pathway,S003,No direct catalytic validation.,106
M4-FUNG-0468:G001,M4-FUNG-0468,G001,g67,QJY30853.1,1529.0,14180.0,-,PKS-NRPS hybrid,candidate chaetoglobosin scaffold synthetase,comparative genomics,cluster consistent with chaetoglobosin P,S002; S003,No producer knockout/reconstruction.,104
M4-FUNG-0468:G002,M4-FUNG-0468,G002,g68,QJY30854.1,15925.0,17163.0,+,Diels-Alderase,candidate cyclization enzyme,comparative genomics,candidate pathway,S002; S003,Function inferred by homology.,105
M4-FUNG-0468:G003,M4-FUNG-0468,G003,g76,QJY30862.1,33904.0,34926.0,-,methyltransferase,candidate β-methylation role,comparative genomics,fits methylated tryptophan feature,S002; S003,Not directly assayed.,106
M4-FUNG-0468:G004,M4-FUNG-0468,G004,g66,QJY30852.1,48.0,629.0,-,putative twinfilin-1,candidate self-resistance protein,genomic proximity + target-genetic support,self-resistance hypothesis,S003,Not a biosynthetic enzyme.,107
M4-FUNG-0469:G001,M4-FUNG-0469,G001,htyD,QIW91870.1,1594.0,4655.0,-,HtyD,hydroxy-amino-acid precursor pathway component,comparative biosynthetic inference,echinocandin precursor pathway,S002; S003,,104
M4-FUNG-0469:G002,M4-FUNG-0469,G002,htyC,QIW91871.1,5345.0,6907.0,-,HtyC,hydroxy-amino-acid precursor pathway component,comparative biosynthetic inference,echinocandin precursor pathway,S002; S003,,105
M4-FUNG-0469:G003,M4-FUNG-0469,G003,htyB,QIW91872.1,7325.0,8666.0,+,HtyB,hydroxy-amino-acid precursor pathway component,comparative biosynthetic inference,echinocandin precursor pathway,S002; S003,,106
M4-FUNG-0469:G004,M4-FUNG-0469,G004,htyA,QIW91873.1,10768.0,12787.0,+,HtyA,hydroxy-amino-acid precursor pathway component,comparative biosynthetic inference,echinocandin precursor pathway,S002; S003,,107
M4-FUNG-0469:G005,M4-FUNG-0469,G005,trt,QIW91876.1,16862.0,22151.0,-,TRT,side-chain/precursor biosynthesis candidate,comparative genomics,cluster organization,S002; S003,,108
M4-FUNG-0469:G006,M4-FUNG-0469,G006,nrps,QIW91877.1,24739.0,46578.0,+,NRPS,cyclic lipopeptide scaffold assembly,structure/synteny inference,acrophiarin core assembly,S002; S003,Central scaffold gene; causal knockout not reported.,109
M4-FUNG-0469:G007,M4-FUNG-0469,G007,oxy1,QIW91878.1,46946.0,47987.0,+,OXY1,oxidative tailoring candidate,comparative genomics,echinocandin tailoring,S002; S003,,110
M4-FUNG-0470:G001,M4-FUNG-0470,G001,PN-13,QHD43130.1,4375.0,16776.0,-,hybrid NRPS/PKS,candidate chaetoglobosin scaffold synthetase,gene-mining inference,candidate cytoglobosin X pathway,S002; S003,No pathway-specific knockout.,104
M4-FUNG-0470:G002,M4-FUNG-0470,G002,PN-14,QHD43131.1,18110.0,19291.0,-,enoyl reductase,candidate reductive tailoring,annotation/inference,candidate pathway,S002,,105
M4-FUNG-0470:G003,M4-FUNG-0470,G003,pn3-17,QHD43134.1,23983.0,25822.0,-,P450 monooxygenase,candidate oxidative tailoring,annotation/inference,candidate pathway,S002,,106
M4-FUNG-0470:G004,M4-FUNG-0470,G004,pn3-19,QHD43136.1,31420.0,33250.0,-,P450 oxygenase,candidate oxidative tailoring,annotation/inference,candidate pathway,S002,,107
M4-FUNG-0470:G005,M4-FUNG-0470,G005,pn3-12,QHD43140.1,1.0,1746.0,+,Zn2Cys6 transcription factor,candidate cluster regulator,annotation/inference,candidate pathway regulation,S002,,108
M4-FUNG-0472:G001,M4-FUNG-0472,G001,emeA,QNN94285.1,2046.0,3338.0,+,accessory eme cluster protein,candidate accessory function,genomic/bioinformatic assignment,cluster context,S002; S003,,104
M4-FUNG-0472:G002,M4-FUNG-0472,G002,emeB,QNN94286.1,3549.0,59408.0,-,16-module hybrid polyketide-NRPS synthetase,candidate/direct architecture for emerimicin peptaibol assembly,integrated genomic/chemical analysis,module sequence matches 15-residue peptaibols,S002; S003,No knockout or heterologous reconstruction.,105
M4-FUNG-0472:G003,M4-FUNG-0472,G003,emeC,QNN94287.1,,,NR,accessory eme cluster protein,candidate accessory function,genomic assignment,cluster context,S002; S003,,106
M4-FUNG-0473:G001,M4-FUNG-0473,G001,PeniA,NR,,,NR,sesquiterpene cyclase,FPP to silphinene,genetic/heterologous characterization,silphinene scaffold formation,S003,,104
M4-FUNG-0473:G002,M4-FUNG-0473,G002,PeniB,NR,,,NR,cytochrome P450,multistep oxidation/lactonization of silphinene-derived scaffold,knockout/heterologous pathway analysis,oxidized penifulvin intermediates,S003,,105
M4-FUNG-0473:G003,M4-FUNG-0473,G003,PeniC,NR,,,NR,flavin-dependent monooxygenase,oxidative/Baeyer-Villiger tailoring to penifulvin A,knockout/heterologous pathway analysis,terminal lactone/ring construction,S003,,106
M4-FUNG-0474:G001,M4-FUNG-0474,G001,gedC,ATEG_08451,,,NR,polyketide synthase,core geodin scaffold biosynthesis,deletion within heterologously transferred cluster,loss of geodin pathway output,S003,,104
M4-FUNG-0474:G002,M4-FUNG-0474,G002,gedR,ATEG_08453,,,NR,transcription factor,activates geodin cluster expression,genetic validation,required for pathway activation,S003,,105
M4-FUNG-0474:G003,M4-FUNG-0474,G003,gedL,ATEG_08460,,,NR,halogenase,converts sulochrin toward dihydrogeodin by chlorination,deletion/heterologous characterization,sulochrin accumulates / halogenated product lost,S003,,106
M4-FUNG-0475:G001,M4-FUNG-0475,G001,PFUR17_02294,NR,,,NR,non-reducing polyketide synthase,sufficient for lecanoric acid production in engineered yeast,heterologous expression,~360 mg/L lecanoric acid,S003,Native product identity is host-context sensitive.,104
M4-FUNG-0476:G001,M4-FUNG-0476,G001,PKS14,NR,,,NR,polyketide synthase,required and sufficient under promoter activation for orsellinic-acid/orcinol branch,constitutive promoter + deletion control,"products present only in overexpression background, absent from WT/deletion",S003,Direct native genetic evidence.,104
M4-FUNG-0476:G002,M4-FUNG-0476,G002,coexpressed candidate decarboxylation gene,NR,,,NR,predicted carboxylase/decarboxylase-associated enzyme,candidate orsellinic-acid-to-orcinol step,coexpression/inference,coexpressed with PKS14 pathway,S003,Exact gene/reaction not directly validated.,105
M4-FUNG-0477:G001,M4-FUNG-0477,G001,pks63787,NR,,,NR,polyketide synthase,required upstream of orsellinic-acid-dependent antroquinonol/pigment production,knockout + precursor rescue,loss of aromatic metabolites rescued by orsellinic acid,S003,Authors infer/identify OA synthase role; direct purified-enzyme chemistry not shown.,104
M4-FUNG-0478:G001,M4-FUNG-0478,G001,PKS7,NR,,,NR,polyketide synthase,drives lecanoric acid/ethyl lecanorate production when overexpressed,overexpression,strong accumulation of depside products,S003,No deletion series reported in defining abstract.,104
M4-FUNG-0479:G001,M4-FUNG-0479,G001,oatA,QTX15955.1,1766.0,9908.0,-,polyketide synthase,OTA pathway core PKS; A. westerdijkiae necessity supported by historical aoks1 disruption,historical knockout / canonical annotation,loss of OTA in aoks1 disruption study,S002; S004,Detailed first-step chemistry is homologously resolved in A. ochraceus.,104
M4-FUNG-0479:G002,M4-FUNG-0479,G002,otaB,QTX15956.1,10783.0,16483.0,-,NRPS,candidate phenylalanine ligation step in A. westerdijkiae; direct homologous role in A. ochraceus,annotation/cross-species genetics,OTA pathway,S002; S005,,105
M4-FUNG-0479:G003,M4-FUNG-0479,G003,otaC,QTX15957.1,17848.0,19127.0,-,cytochrome P450,candidate oxidative step in A. westerdijkiae; homologous oxidation direct in A. ochraceus,annotation/cross-species genetics,OTA pathway,S002; S005,,106
M4-FUNG-0479:G004,M4-FUNG-0479,G004,otaR,QTX15958.1,20285.0,21048.0,+,bZIP transcription factor,cluster-regulatory role supported by natural deletion/nonproducer chemotype,natural genotype comparison,otaR deletion tracks OTA nonproduction,S002; S003,,107
M4-FUNG-0479:G005,M4-FUNG-0479,G005,otaD,QTX15959.1,24157.0,25932.0,+,halogenase,candidate chlorination step in A. westerdijkiae; homologous direct role in A. ochraceus,annotation/cross-species genetics,OTA chlorination,S002; S005,,108
M4-FUNG-0483:G001,M4-FUNG-0483,G001,asaC,NR,,,NR,core aspergillic-acid biosynthetic enzyme,required for aspergillic acid and precursor formation,native knockout,aspergillic acid and precursors absent,S003,Direct causal genetics.,104
M4-FUNG-0483:G002,M4-FUNG-0483,G002,cluster 11 P450 oxidoreductase,NR,,,NR,cytochrome P450 oxidoreductase,oxidation after deoxyaspergillic acid,native knockout,deoxyaspergillic acid accumulates,S003,Exact gene name not promoted without source-level confirmation.,105
M4-FUNG-0483:G003,M4-FUNG-0483,G003,cluster 11 desaturase/hydroxylase,NR,,,NR,desaturase/hydroxylase,required for hydroxyaspergillic acid formation,native knockout,hydroxyaspergillic acid abolished,S003,Exact gene name not promoted without source-level confirmation.,106
M4-FUNG-0484:G001,M4-FUNG-0484,G001,Cle2,NR,,,NR,cytochrome P450,chevalone E oxidative diversification,heterologous pathway experiment,new oxidized analogues,S003,,104
M4-FUNG-0484:G002,M4-FUNG-0484,G002,Cle4,NR,,,NR,cytochrome P450,chevalone E oxidative diversification,heterologous pathway experiment,new oxidized analogues,S003,,105
M4-FUNG-0484:G003,M4-FUNG-0484,G003,Cle3,NR,,,NR,FAD-dependent monooxygenase,cluster member; exact catalytic assignment not promoted here,annotation/reconstruction context,pathway context,S002; S003,,106
M4-FUNG-0484:G004,M4-FUNG-0484,G004,Cle6,NR,,,NR,GGPP synthase,prenyl precursor supply in cluster,annotation/reconstruction context,pathway context,S002; S003,,107
M4-FUNG-0485:G001,M4-FUNG-0485,G001,Sre4,NR,,,NR,flavin-dependent monooxygenase,candidate sartorypyrone tailoring,annotation/pathway context,candidate,S002,No unsupported exact reaction assigned.,104
M4-FUNG-0485:G002,M4-FUNG-0485,G002,Sre5,NR,,,NR,acetyltransferase,candidate sartorypyrone tailoring,annotation/pathway context,candidate,S002,No unsupported exact reaction assigned.,105
M4-FUNG-0486:G001,M4-FUNG-0486,G001,ota-PKS ortholog,NR,,,NR,polyketide synthase,candidate core OTA scaffold role,comparative genomics/expression,expressed in OTA-producing conditions,S003,Not a species-specific knockout.,104
M4-FUNG-0486:G002,M4-FUNG-0486,G002,ota-NRPS ortholog,NR,,,NR,NRPS,candidate phenylalanine ligation role,comparative genomics/expression,expressed in OTA-producing conditions,S003,,105
M4-FUNG-0486:G003,M4-FUNG-0486,G003,ota-P450 ortholog,NR,,,NR,cytochrome P450,candidate oxidation role,comparative genomics/expression,expressed in OTA-producing conditions,S003,,106
M4-FUNG-0486:G004,M4-FUNG-0486,G004,ota-bZIP ortholog,NR,,,NR,bZIP transcription factor,candidate cluster regulator,comparative genomics/expression,expressed in OTA-producing conditions,S003,,107
M4-FUNG-0486:G005,M4-FUNG-0486,G005,ota-halogenase ortholog,NR,,,NR,halogenase,candidate chlorination role,comparative genomics/expression,expressed in OTA-producing conditions,S003,,108
M4-FUNG-0487:G001,M4-FUNG-0487,G001,ota-PKS ortholog,NR,,,NR,polyketide synthase,candidate core OTA scaffold role,comparative genomics/expression,expressed in OTA-producing conditions,S003,Not a species-specific knockout.,104
M4-FUNG-0487:G002,M4-FUNG-0487,G002,ota-NRPS ortholog,NR,,,NR,NRPS,candidate phenylalanine ligation role,comparative genomics/expression,expressed in OTA-producing conditions,S003,,105
